,TIME_PERIOD,PRO_COM,POP_AL_KMQ,RESULT,OBS_VALUE,MORTI
128418,2027,4187,63.089535,F,0,0
128419,2027,4188,17.818705,F,0,0
128420,2027,4189,60.449279,F,0,0
128421,2027,4190,25.398679,F,0,0
128422,2027,4191,66.188638,F,0,0
128423,2027,4192,136.089236,F,0,0
128424,2027,4193,34.163764,F,0,0
128425,2027,4194,168.931561,F,0,0
128426,2027,4195,37.97863,F,0,0
128427,2027,4196,108.759157,F,0,0
128428,2027,4197,41.723989,F,0,0
128429,2027,4198,48.341346,F,0,0
128430,2027,4199,43.524861,F,0,0
128431,2027,4200,17.897092,F,0,0
128432,2027,4201,47.234384,F,0,0
128433,2027,4202,56.5528,F,0,0
128434,2027,4203,219.690307,F,0,0
128435,2027,4204,1.777234,F,0,0
128436,2027,4205,9.888097,F,0,0
128437,2027,4206,29.92529,F,0,0
128438,2027,4207,7.537545,F,0,0
128439,2027,4208,197.819917,F,0,0
128440,2027,4209,56.460894,F,0,0
128441,2027,4210,104.019435,F,0,0
128442,2027,4211,88.255756,F,0,0
