,COD_RIP,COD_REG,COD_UTS,COD_PROV_STORICO,PRO_COM_T,PRO_COM,COMUNE,COMUNE_A,SIGLA_AUTOMOBILISTICA,COM_ISO,COM_LIT,ZONA_ALT,ALT,ZONE_COST_2021,DEGURBA_2021,COD_ECO_DIV_2018,DEN_ECO_DIV_2018,COD_ECO_PRO_2018,DEN_ECO_PRO_2018,COD_ECO_SEZ_2018,DEN_ECO_SEZ_2018,COD_ECO_SSEZ_2018,DEN_ECO_SSEZ_2018,anno_riferimento
0,1,01,201,001,001001,1001,Agliè,,TO,0,0,3,333,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
1,1,01,201,001,001002,1002,Airasca,,TO,0,0,5,261,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
2,1,01,201,001,001003,1003,Ala di Stura,,TO,0,0,1,1073,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
3,1,01,201,001,001004,1004,Albiano d'Ivrea,,TO,0,0,3,233,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
4,1,01,201,001,001006,1006,Almese,,TO,0,0,3,375,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
5,1,01,201,001,001007,1007,Alpette,,TO,0,0,1,961,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
6,1,01,201,001,001008,1008,Alpignano,,TO,0,0,3,339,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
7,1,01,201,001,001009,1009,Andezeno,,TO,0,0,3,278,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
8,1,01,201,001,001010,1010,Andrate,,TO,0,0,1,842,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
9,1,01,201,001,001011,1011,Angrogna,,TO,0,0,1,765,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
10,1,01,201,001,001012,1012,Arignano,,TO,0,0,3,324,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
11,1,01,201,001,001013,1013,Avigliana,,TO,0,0,3,395,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
12,1,01,201,001,001014,1014,Azeglio,,TO,0,0,3,265,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
13,1,01,201,001,001015,1015,Bairo,,TO,0,0,3,370,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
14,1,01,201,001,001016,1016,Balangero,,TO,0,0,3,437,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
15,1,01,201,001,001017,1017,Baldissero Canavese,,TO,0,0,3,382,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
16,1,01,201,001,001018,1018,Baldissero Torinese,,TO,0,0,3,409,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
17,1,01,201,001,001019,1019,Balme,,TO,0,0,1,1441,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
18,1,01,201,001,001020,1020,Banchette,,TO,0,0,3,250,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
19,1,01,201,001,001021,1021,Barbania,,TO,0,0,3,362,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
20,1,01,201,001,001022,1022,Bardonecchia,,TO,0,0,1,1291,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
21,1,01,201,001,001023,1023,Barone Canavese,,TO,0,0,3,341,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
22,1,01,201,001,001024,1024,Beinasco,,TO,0,0,5,266,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
23,1,01,201,001,001025,1025,Bibiana,,TO,0,0,3,412,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
24,1,01,201,001,001026,1026,Bobbio Pellice,,TO,0,0,1,746,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
25,1,01,201,001,001027,1027,Bollengo,,TO,0,0,3,253,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
26,1,01,201,001,001028,1028,Borgaro Torinese,,TO,0,0,5,262,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
27,1,01,201,001,001029,1029,Borgiallo,,TO,0,0,1,570,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
28,1,01,201,001,001030,1030,Borgofranco d'Ivrea,,TO,0,0,3,259,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
29,1,01,201,001,001031,1031,Borgomasino,,TO,0,0,3,257,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
30,1,01,201,001,001032,1032,Borgone Susa,,TO,0,0,1,395,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
31,1,01,201,001,001033,1033,Bosconero,,TO,0,0,5,246,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
32,1,01,201,001,001034,1034,Brandizzo,,TO,0,0,5,189,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
33,1,01,201,001,001035,1035,Bricherasio,,TO,0,0,3,392,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
34,1,01,201,001,001036,1036,Brosso,,TO,0,0,1,772,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
35,1,01,201,001,001037,1037,Brozolo,,TO,0,0,3,368,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
36,1,01,201,001,001038,1038,Bruino,,TO,0,0,3,322,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
37,1,01,201,001,001039,1039,Brusasco,,TO,0,0,3,171,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
38,1,01,201,001,001040,1040,Bruzolo,,TO,0,0,1,464,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
39,1,01,201,001,001041,1041,Buriasco,,TO,0,0,5,305,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
40,1,01,201,001,001042,1042,Burolo,,TO,0,0,3,282,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
41,1,01,201,001,001043,1043,Busano,,TO,0,0,5,321,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
42,1,01,201,001,001044,1044,Bussoleno,,TO,0,0,1,440,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
43,1,01,201,001,001045,1045,Buttigliera Alta,,TO,0,0,3,419,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
44,1,01,201,001,001046,1046,Cafasse,,TO,0,0,3,413,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
45,1,01,201,001,001047,1047,Caluso,,TO,0,0,5,308,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
46,1,01,201,001,001048,1048,Cambiano,,TO,0,0,5,264,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
47,1,01,201,001,001049,1049,Campiglione Fenile,,TO,0,0,5,368,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
48,1,01,201,001,001050,1050,Candia Canavese,,TO,0,0,3,294,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
49,1,01,201,001,001051,1051,Candiolo,,TO,0,0,5,240,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
50,1,01,201,001,001052,1052,Canischio,,TO,0,0,1,673,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
51,1,01,201,001,001053,1053,Cantalupa,,TO,0,0,3,457,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
52,1,01,201,001,001054,1054,Cantoira,,TO,0,0,1,775,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
53,1,01,201,001,001055,1055,Caprie,,TO,0,0,1,380,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
54,1,01,201,001,001056,1056,Caravino,,TO,0,0,3,267,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
55,1,01,201,001,001057,1057,Carema,,TO,0,0,1,352,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
56,1,01,201,001,001058,1058,Carignano,,TO,0,0,5,245,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
57,1,01,201,001,001059,1059,Carmagnola,,TO,0,0,5,246,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
58,1,01,201,001,001060,1060,Casalborgone,,TO,0,0,3,204,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
59,1,01,201,001,001061,1061,Cascinette d'Ivrea,,TO,0,0,3,249,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
60,1,01,201,001,001062,1062,Caselette,,TO,0,0,3,362,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
61,1,01,201,001,001063,1063,Caselle Torinese,,TO,0,0,5,284,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
62,1,01,201,001,001064,1064,Castagneto Po,,TO,0,0,3,487,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
63,1,01,201,001,001065,1065,Castagnole Piemonte,,TO,0,0,5,248,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
64,1,01,201,001,001066,1066,Castellamonte,,TO,0,0,3,351,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
65,1,01,201,001,001067,1067,Castelnuovo Nigra,,TO,0,0,1,819,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
66,1,01,201,001,001068,1068,Castiglione Torinese,,TO,0,0,3,217,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
67,1,01,201,001,001069,1069,Cavagnolo,,TO,0,0,3,176,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
68,1,01,201,001,001070,1070,Cavour,,TO,0,0,5,304,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
69,1,01,201,001,001071,1071,Cercenasco,,TO,0,0,5,261,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
70,1,01,201,001,001072,1072,Ceres,,TO,0,0,1,704,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
71,1,01,201,001,001073,1073,Ceresole Reale,,TO,0,0,1,1617,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
72,1,01,201,001,001074,1074,Cesana Torinese,,TO,0,0,1,1348,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
73,1,01,201,001,001075,1075,Chialamberto,,TO,0,0,1,850,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
74,1,01,201,001,001076,1076,Chianocco,,TO,0,0,1,557,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
75,1,01,201,001,001077,1077,Chiaverano,,TO,0,0,3,321,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
76,1,01,201,001,001078,1078,Chieri,,TO,0,0,5,289,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
77,1,01,201,001,001079,1079,Chiesanuova,,TO,0,0,1,662,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
78,1,01,201,001,001080,1080,Chiomonte,,TO,0,0,1,746,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
79,1,01,201,001,001081,1081,Chiusa di San Michele,,TO,0,0,1,379,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
80,1,01,201,001,001082,1082,Chivasso,,TO,0,0,5,191,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
81,1,01,201,001,001083,1083,Ciconio,,TO,0,0,5,279,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
82,1,01,201,001,001084,1084,Cintano,,TO,0,0,1,648,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
83,1,01,201,001,001085,1085,Cinzano,,TO,0,0,3,476,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
84,1,01,201,001,001086,1086,Ciriè,,TO,0,0,5,351,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
85,1,01,201,001,001087,1087,Claviere,,TO,0,0,1,1768,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
86,1,01,201,001,001088,1088,Coassolo Torinese,,TO,0,0,1,730,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
87,1,01,201,001,001089,1089,Coazze,,TO,0,0,1,753,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
88,1,01,201,001,001090,1090,Collegno,,TO,0,0,5,307,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
89,1,01,201,001,001091,1091,Colleretto Castelnuovo,,TO,0,0,1,585,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
90,1,01,201,001,001092,1092,Colleretto Giacosa,,TO,0,0,3,264,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
91,1,01,201,001,001093,1093,Condove,,TO,0,0,1,385,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
92,1,01,201,001,001094,1094,Corio,,TO,0,0,1,626,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
93,1,01,201,001,001095,1095,Cossano Canavese,,TO,0,0,3,350,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
94,1,01,201,001,001096,1096,Cuceglio,,TO,0,0,3,360,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
95,1,01,201,001,001097,1097,Cumiana,,TO,0,0,3,382,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
96,1,01,201,001,001098,1098,Cuorgnè,,TO,0,0,3,417,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
97,1,01,201,001,001099,1099,Druento,,TO,0,0,3,281,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
98,1,01,201,001,001100,1100,Exilles,,TO,0,0,1,877,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
99,1,01,201,001,001101,1101,Favria,,TO,0,0,5,325,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
100,1,01,201,001,001102,1102,Feletto,,TO,0,0,5,278,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
101,1,01,201,001,001103,1103,Fenestrelle,,TO,0,0,1,1143,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
102,1,01,201,001,001104,1104,Fiano,,TO,0,0,3,435,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
103,1,01,201,001,001105,1105,Fiorano Canavese,,TO,0,0,3,249,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
104,1,01,201,001,001106,1106,Foglizzo,,TO,0,0,5,246,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
105,1,01,201,001,001107,1107,Forno Canavese,,TO,0,0,1,561,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
106,1,01,201,001,001108,1108,Frassinetto,,TO,0,0,1,1048,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
107,1,01,201,001,001109,1109,Front,,TO,0,0,3,272,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
108,1,01,201,001,001110,1110,Frossasco,,TO,0,0,3,375,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
109,1,01,201,001,001111,1111,Garzigliana,,TO,0,0,5,319,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
110,1,01,201,001,001112,1112,Gassino Torinese,,TO,0,0,3,230,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
111,1,01,201,001,001113,1113,Germagnano,,TO,0,0,1,489,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
112,1,01,201,001,001114,1114,Giaglione,,TO,0,0,1,729,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
113,1,01,201,001,001115,1115,Giaveno,,TO,0,0,1,516,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
114,1,01,201,001,001116,1116,Givoletto,,TO,0,0,3,380,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
115,1,01,201,001,001117,1117,Gravere,,TO,0,0,1,812,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
116,1,01,201,001,001118,1118,Groscavallo,,TO,0,0,1,1069,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
117,1,01,201,001,001119,1119,Grosso,,TO,0,0,3,396,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
118,1,01,201,001,001120,1120,Grugliasco,,TO,0,0,5,302,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
119,1,01,201,001,001121,1121,Ingria,,TO,0,0,1,823,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
120,1,01,201,001,001122,1122,Inverso Pinasca,,TO,0,0,1,554,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
121,1,01,201,001,001123,1123,Isolabella,,TO,0,0,5,265,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
122,1,01,201,001,001124,1124,Issiglio,,TO,0,0,1,489,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
123,1,01,201,001,001125,1125,Ivrea,,TO,0,0,3,253,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
124,1,01,201,001,001126,1126,La Cassa,,TO,0,0,3,380,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
125,1,01,201,001,001127,1127,La Loggia,,TO,0,0,5,233,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
126,1,01,201,001,001128,1128,Lanzo Torinese,,TO,0,0,3,517,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
127,1,01,201,001,001129,1129,Lauriano,,TO,0,0,3,176,0,3,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
128,1,01,201,001,001130,1130,Leini,,TO,0,0,5,250,0,2,1,Divisione Temperata,1B,Provincia Padana,1B1,Sezione Padana,1B1c,Sottosezione Bacino Occidentale del Po,2021
129,1,01,201,001,001131,1131,Lemie,,TO,0,0,1,957,0,3,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
130,1,01,201,001,001132,1132,Lessolo,,TO,0,0,3,291,0,2,1,Divisione Temperata,1A,Provincia Alpina,1A1,Sezione Alpina Occidentale,1A1b,Sottosezione Alpi Nord-Occidentali,2021
