,COD_RIP,COD_REG,COD_UTS,PRO_COM_T,PRO_COM,COMUNE,COMUNE_A,SIGLA_AUTOMOBILISTICA,POP_LEG,ANNO_CENSIMENTO,AREA_KMQ,ANNO_AREA,POP_RES,ANNO_POP_RES,anno_riferimento
1713,1,03,014,014055,14055,Rasura,,SO,306.0,2001,"6,0003",2010,296,2009,2010
1714,1,03,014,014056,14056,Rogolo,,SO,501.0,2001,"12,8248",2010,586,2009,2010
1715,1,03,014,014057,14057,Samolaco,,SO,2829.0,2001,"45,8974",2010,2933,2009,2010
1716,1,03,014,014058,14058,San Giacomo Filippo,,SO,472.0,2001,"61,8501",2010,422,2009,2010
1717,1,03,014,014059,14059,Sernio,,SO,445.0,2001,"9,5235",2010,493,2009,2010
1718,1,03,014,014060,14060,Sondalo,,SO,4499.0,2001,"95,4525",2010,4294,2009,2010
1719,1,03,014,014061,14061,Sondrio,,SO,21642.0,2001,"20,8748",2010,21882,2009,2010
1720,1,03,014,014062,14062,Spriana,,SO,117.0,2001,"7,6849",2010,108,2009,2010
1721,1,03,014,014063,14063,Talamona,,SO,4506.0,2001,"21,0512",2010,4724,2009,2010
1722,1,03,014,014064,14064,Tartano,,SO,262.0,2001,"47,2737",2010,203,2009,2010
1723,1,03,014,014065,14065,Teglio,,SO,4797.0,2001,"115,3175",2010,4730,2009,2010
1724,1,03,014,014066,14066,Tirano,,SO,9044.0,2001,"32,3744",2010,9176,2009,2010
1725,1,03,014,014067,14067,Torre di Santa Maria,,SO,892.0,2001,"44,2368",2010,855,2009,2010
1726,1,03,014,014068,14068,Tovo di Sant'Agata,,SO,569.0,2001,"11,1463",2010,630,2009,2010
1727,1,03,014,014069,14069,Traona,,SO,2187.0,2001,"6,3756",2010,2490,2009,2010
1728,1,03,014,014070,14070,Tresivio,,SO,1943.0,2001,"15,0134",2010,2008,2009,2010
1729,1,03,014,014071,14071,Valdidentro,,SO,3908.0,2001,"226,7227",2010,4025,2009,2010
1730,1,03,014,014072,14072,Valdisotto,,SO,3217.0,2001,"89,5706",2010,3484,2009,2010
1731,1,03,014,014073,14073,Valfurva,,SO,2742.0,2001,"215,0275",2010,2717,2009,2010
1732,1,03,014,014074,14074,Val Masino,,SO,963.0,2001,"116,7085",2010,950,2009,2010
1733,1,03,014,014075,14075,Verceia,,SO,1116.0,2001,"11,3774",2010,1093,2009,2010
1734,1,03,014,014076,14076,Vervio,,SO,239.0,2001,"12,4053",2010,222,2009,2010
1735,1,03,014,014077,14077,Villa di Chiavenna,,SO,1116.0,2001,"32,5223",2010,1060,2009,2010
1736,1,03,014,014078,14078,Villa di Tirano,,SO,2968.0,2001,"24,7393",2010,2983,2009,2010
1737,1,03,015,015002,15002,Abbiategrasso,,MI,27739.0,2001,"47,7777",2010,30833,2009,2010
1738,1,03,015,015005,15005,Albairate,,MI,4148.0,2001,"14,9817",2010,4648,2009,2010
1739,1,03,015,015007,15007,Arconate,,MI,5440.0,2001,"8,421",2010,6366,2009,2010
1740,1,03,015,015009,15009,Arese,,MI,18771.0,2001,"6,5634",2010,19353,2009,2010
1741,1,03,015,015010,15010,Arluno,,MI,9815.0,2001,"12,3619",2010,11360,2009,2010
1742,1,03,015,015011,15011,Assago,,MI,7447.0,2001,"8,052",2010,8037,2009,2010
1743,1,03,015,015012,15012,Bareggio,,MI,15759.0,2001,"11,3841",2010,17072,2009,2010
1744,1,03,015,015014,15014,Basiano,,MI,2868.0,2001,"4,5856",2010,3675,2009,2010
1745,1,03,015,015015,15015,Basiglio,,MI,8336.0,2001,"8,4922",2010,7910,2009,2010
1746,1,03,015,015016,15016,Bellinzago Lombardo,,MI,3538.0,2001,"4,5903",2010,3842,2009,2010
1747,1,03,015,015019,15019,Bernate Ticino,,MI,2941.0,2001,"12,1613",2010,3092,2009,2010
1748,1,03,015,015022,15022,Besate,,MI,1729.0,2001,"12,7426",2010,2024,2009,2010
1749,1,03,015,015024,15024,Binasco,,MI,6921.0,2001,"3,8715",2010,7216,2009,2010
1750,1,03,015,015026,15026,Boffalora sopra Ticino,,MI,4265.0,2001,"7,6528",2010,4250,2009,2010
1751,1,03,015,015027,15027,Bollate,,MI,46781.0,2001,"13,1393",2010,36133,2009,2010
1752,1,03,015,015032,15032,Bresso,,MI,27132.0,2001,"3,3825",2010,25799,2009,2010
1753,1,03,015,015035,15035,Bubbiano,,MI,1404.0,2001,"2,9489",2010,2164,2009,2010
1754,1,03,015,015036,15036,Buccinasco,,MI,24877.0,2001,"12,0036",2010,26226,2009,2010
1755,1,03,015,015038,15038,Buscate,,MI,4228.0,2001,"7,8322",2010,4733,2009,2010
1756,1,03,015,015040,15040,Bussero,,MI,8493.0,2001,"4,5863",2010,8522,2009,2010
1757,1,03,015,015041,15041,Busto Garolfo,,MI,12506.0,2001,"12,9836",2010,13185,2009,2010
1758,1,03,015,015042,15042,Calvignasco,,MI,1029.0,2001,"1,7272",2010,1143,2009,2010
1759,1,03,015,015044,15044,Cambiago,,MI,4852.0,2001,"7,1802",2010,6357,2009,2010
1760,1,03,015,015046,15046,Canegrate,,MI,11810.0,2001,"5,2532",2010,12308,2009,2010
1761,1,03,015,015050,15050,Carpiano,,MI,2409.0,2001,"17,2564",2010,3728,2009,2010
1762,1,03,015,015051,15051,Carugate,,MI,12635.0,2001,"5,3859",2010,14093,2009,2010
1763,1,03,015,015055,15055,Casarile,,MI,3572.0,2001,"7,2971",2010,3788,2009,2010
1764,1,03,015,015058,15058,Casorezzo,,MI,4633.0,2001,"6,5951",2010,5328,2009,2010
1765,1,03,015,015059,15059,Cassano d'Adda,,MI,16665.0,2001,"18,601",2010,18635,2009,2010
1766,1,03,015,015060,15060,Cassina de' Pecchi,,MI,12326.0,2001,"7,2096",2010,12998,2009,2010
1767,1,03,015,015061,15061,Cassinetta di Lugagnano,,MI,1577.0,2001,"3,3175",2010,1932,2009,2010
1768,1,03,015,015062,15062,Castano Primo,,MI,9951.0,2001,"19,1724",2010,10792,2009,2010
1769,1,03,015,015070,15070,Cernusco sul Naviglio,,MI,26958.0,2001,"13,2207",2010,29979,2009,2010
1770,1,03,015,015071,15071,Cerro al Lambro,,MI,4348.0,2001,"10,0224",2010,4849,2009,2010
1771,1,03,015,015072,15072,Cerro Maggiore,,MI,13893.0,2001,"10,1073",2010,14542,2009,2010
1772,1,03,015,015074,15074,Cesano Boscone,,MI,23593.0,2001,"3,9388",2010,23442,2009,2010
1773,1,03,015,015076,15076,Cesate,,MI,12317.0,2001,"5,7681",2010,13465,2009,2010
1774,1,03,015,015077,15077,Cinisello Balsamo,,MI,72050.0,2001,"12,7241",2010,71641,2009,2010
1775,1,03,015,015078,15078,Cisliano,,MI,3303.0,2001,"14,6764",2010,3881,2009,2010
1776,1,03,015,015081,15081,Cologno Monzese,,MI,48262.0,2001,"8,3961",2010,46486,2009,2010
1777,1,03,015,015082,15082,Colturano,,MI,1934.0,2001,"4,1644",2010,1967,2009,2010
1778,1,03,015,015085,15085,Corbetta,,MI,13735.0,2001,"18,6868",2010,16828,2009,2010
1779,1,03,015,015086,15086,Cormano,,MI,18056.0,2001,"4,4735",2010,19785,2009,2010
1780,1,03,015,015087,15087,Cornaredo,,MI,19928.0,2001,"11,0674",2010,20186,2009,2010
1781,1,03,015,015093,15093,Corsico,,MI,33273.0,2001,"5,3573",2010,33306,2009,2010
1782,1,03,015,015096,15096,Cuggiono,,MI,7516.0,2001,"14,9242",2010,8090,2009,2010
1783,1,03,015,015097,15097,Cusago,,MI,3046.0,2001,"11,4585",2010,3462,2009,2010
1784,1,03,015,015098,15098,Cusano Milanino,,MI,19850.0,2001,"3,0817",2010,19082,2009,2010
1785,1,03,015,015099,15099,Dairago,,MI,4580.0,2001,"5,6354",2010,5583,2009,2010
1786,1,03,015,015101,15101,Dresano,,MI,2342.0,2001,"3,4795",2010,2942,2009,2010
1787,1,03,015,015103,15103,Gaggiano,,MI,8111.0,2001,"26,2559",2010,8995,2009,2010
1788,1,03,015,015105,15105,Garbagnate Milanese,,MI,27276.0,2001,"8,9951",2010,26768,2009,2010
1789,1,03,015,015106,15106,Gessate,,MI,5508.0,2001,"7,7593",2010,8351,2009,2010
1790,1,03,015,015108,15108,Gorgonzola,,MI,17674.0,2001,"10,5801",2010,19097,2009,2010
1791,1,03,015,015110,15110,Grezzago,,MI,2090.0,2001,"2,4596",2010,2738,2009,2010
1792,1,03,015,015112,15112,Gudo Visconti,,MI,1309.0,2001,"6,1012",2010,1719,2009,2010
1793,1,03,015,015113,15113,Inveruno,,MI,8236.0,2001,"12,1348",2010,8641,2009,2010
1794,1,03,015,015114,15114,Inzago,,MI,8919.0,2001,"12,2054",2010,10197,2009,2010
1795,1,03,015,015115,15115,Lacchiarella,,MI,7248.0,2001,"24,0401",2010,8254,2009,2010
1796,1,03,015,015116,15116,Lainate,,MI,23660.0,2001,"12,9333",2010,24934,2009,2010
1797,1,03,015,015118,15118,Legnano,,MI,53797.0,2001,"17,6501",2010,56748,2009,2010
1798,1,03,015,015122,15122,Liscate,,MI,3408.0,2001,"9,4067",2010,3960,2009,2010
1799,1,03,015,015125,15125,Locate di Triulzi,,MI,8222.0,2001,"12,4645",2010,9355,2009,2010
1800,1,03,015,015130,15130,Magenta,,MI,22839.0,2001,"21,9911",2010,23077,2009,2010
1801,1,03,015,015131,15131,Magnago,,MI,7811.0,2001,"11,23",2010,8915,2009,2010
1802,1,03,015,015134,15134,Marcallo con Casone,,MI,5192.0,2001,"8,2083",2010,5848,2009,2010
1803,1,03,015,015136,15136,Masate,,MI,2459.0,2001,"4,3852",2010,3219,2009,2010
1804,1,03,015,015139,15139,Mediglia,,MI,10287.0,2001,"22,0824",2010,12044,2009,2010
1805,1,03,015,015140,15140,Melegnano,,MI,15761.0,2001,"4,9985",2010,16635,2009,2010
1806,1,03,015,015142,15142,Melzo,,MI,18546.0,2001,"9,8205",2010,18140,2009,2010
1807,1,03,015,015144,15144,Mesero,,MI,3490.0,2001,"5,6397",2010,3839,2009,2010
1808,1,03,015,015146,15146,Milano,,MI,1256211.0,2001,"181,6706",2010,1246203,2009,2010
1809,1,03,015,015150,15150,Morimondo,,MI,1134.0,2001,"26,0014",2010,1180,2009,2010
1810,1,03,015,015151,15151,Motta Visconti,,MI,6242.0,2001,"10,5128",2010,7504,2009,2010
1811,1,03,015,015154,15154,Nerviano,,MI,16810.0,2001,"13,2583",2010,17156,2009,2010
1812,1,03,015,015155,15155,Nosate,,MI,638.0,2001,"4,876",2010,704,2009,2010
1813,1,03,015,015157,15157,Novate Milanese,,MI,19889.0,2001,"5,462",2010,19982,2009,2010
1814,1,03,015,015158,15158,Noviglio,,MI,3025.0,2001,"15,8582",2010,4299,2009,2010
1815,1,03,015,015159,15159,Opera,,MI,13373.0,2001,"7,6385",2010,13452,2009,2010
1816,1,03,015,015164,15164,Ossona,,MI,3757.0,2001,"5,9835",2010,4087,2009,2010
1817,1,03,015,015165,15165,Ozzero,,MI,1347.0,2001,"10,9731",2010,1453,2009,2010
1818,1,03,015,015166,15166,Paderno Dugnano,,MI,45444.0,2001,"14,1049",2010,46720,2009,2010
1819,1,03,015,015167,15167,Pantigliate,,MI,5154.0,2001,"5,62",2010,5750,2009,2010
1820,1,03,015,015168,15168,Parabiago,,MI,23950.0,2001,"14,2925",2010,26307,2009,2010
1821,1,03,015,015169,15169,Paullo,,MI,10108.0,2001,"8,8208",2010,10822,2009,2010
1822,1,03,015,015170,15170,Pero,,MI,10373.0,2001,"4,9782",2010,10339,2009,2010
1823,1,03,015,015171,15171,Peschiera Borromeo,,MI,20264.0,2001,"23,2212",2010,22372,2009,2010
1824,1,03,015,015172,15172,Pessano con Bornago,,MI,8309.0,2001,"6,6624",2010,9057,2009,2010
1825,1,03,015,015173,15173,Pieve Emanuele,,MI,15759.0,2001,"12,9138",2010,15081,2009,2010
1826,1,03,015,015175,15175,Pioltello,,MI,31936.0,2001,"13,0936",2010,34312,2009,2010
1827,1,03,015,015176,15176,Pogliano Milanese,,MI,7828.0,2001,"4,7848",2010,8145,2009,2010
1828,1,03,015,015177,15177,Pozzo d'Adda,,MI,3515.0,2001,"4,1648",2010,5359,2009,2010
1829,1,03,015,015178,15178,Pozzuolo Martesana,,MI,7233.0,2001,"12,1394",2010,7884,2009,2010
1830,1,03,015,015179,15179,Pregnana Milanese,,MI,5985.0,2001,"5,0744",2010,6801,2009,2010
1831,1,03,015,015181,15181,Rescaldina,,MI,13025.0,2001,"8,0299",2010,13768,2009,2010
1832,1,03,015,015182,15182,Rho,,MI,50246.0,2001,"22,243",2010,49938,2009,2010
1833,1,03,015,015183,15183,Robecchetto con Induno,,MI,4320.0,2001,"13,9267",2010,4839,2009,2010
1834,1,03,015,015184,15184,Robecco sul Naviglio,,MI,6174.0,2001,"19,7842",2010,6776,2009,2010
1835,1,03,015,015185,15185,Rodano,,MI,4325.0,2001,"13,0738",2010,4350,2009,2010
1836,1,03,015,015188,15188,Rosate,,MI,4717.0,2001,"18,6816",2010,5304,2009,2010
1837,1,03,015,015189,15189,Rozzano,,MI,37207.0,2001,"12,2429",2010,40645,2009,2010
1838,1,03,015,015191,15191,San Colombano al Lambro,,MI,7258.0,2001,"16,505",2010,7440,2009,2010
1839,1,03,015,015192,15192,San Donato Milanese,,MI,32354.0,2001,"12,8762",2010,31658,2009,2010
1840,1,03,015,015194,15194,San Giorgio su Legnano,,MI,6173.0,2001,"2,2001",2010,6632,2009,2010
1841,1,03,015,015195,15195,San Giuliano Milanese,,MI,31295.0,2001,"30,8285",2010,35652,2009,2010
1842,1,03,015,015200,15200,Santo Stefano Ticino,,MI,3870.0,2001,"4,9662",2010,4538,2009,2010
1843,1,03,015,015201,15201,San Vittore Olona,,MI,7437.0,2001,"3,501",2010,8252,2009,2010
1844,1,03,015,015202,15202,San Zenone al Lambro,,MI,3446.0,2001,"7,2354",2010,4117,2009,2010
1845,1,03,015,015204,15204,Sedriano,,MI,10197.0,2001,"7,7529",2010,11106,2009,2010
1846,1,03,015,015205,15205,Segrate,,MI,33199.0,2001,"17,488",2010,33298,2009,2010
1847,1,03,015,015206,15206,Senago,,MI,18899.0,2001,"8,5956",2010,20842,2009,2010
1848,1,03,015,015209,15209,Sesto San Giovanni,,MI,78850.0,2001,"11,6996",2010,77926,2009,2010
1849,1,03,015,015210,15210,Settala,,MI,5790.0,2001,"17,4264",2010,7314,2009,2010
1850,1,03,015,015211,15211,Settimo Milanese,,MI,17134.0,2001,"10,719",2010,19065,2009,2010
1851,1,03,015,015213,15213,Solaro,,MI,12026.0,2001,"6,676",2010,13800,2009,2010
1852,1,03,015,015219,15219,Trezzano Rosa,,MI,3760.0,2001,"3,4356",2010,4733,2009,2010
1853,1,03,015,015220,15220,Trezzano sul Naviglio,,MI,18114.0,2001,"10,7662",2010,19369,2009,2010
1854,1,03,015,015221,15221,Trezzo sull'Adda,,MI,11596.0,2001,"13,0534",2010,12108,2009,2010
1855,1,03,015,015222,15222,Tribiano,,MI,2234.0,2001,"6,9378",2010,3200,2009,2010
1856,1,03,015,015224,15224,Truccazzano,,MI,4353.0,2001,"21,9837",2010,5946,2009,2010
1857,1,03,015,015226,15226,Turbigo,,MI,7225.0,2001,"8,5188",2010,7411,2009,2010
1858,1,03,015,015229,15229,Vanzago,,MI,6783.0,2001,"6,0499",2010,8656,2009,2010
1859,1,03,015,015230,15230,Vaprio d'Adda,,MI,6636.0,2001,"7,1545",2010,7591,2009,2010
1860,1,03,015,015235,15235,Vermezzo,,MI,3091.0,2001,"6,309",2010,3800,2009,2010
1861,1,03,015,015236,15236,Vernate,,MI,2345.0,2001,"14,6542",2010,3163,2009,2010
1862,1,03,015,015237,15237,Vignate,,MI,7854.0,2001,"8,5517",2010,8819,2009,2010
1863,1,03,015,015242,15242,Vimodrone,,MI,13868.0,2001,"4,7483",2010,16045,2009,2010
1864,1,03,015,015243,15243,Vittuone,,MI,7526.0,2001,"6,1334",2010,9030,2009,2010
1865,1,03,015,015244,15244,Vizzolo Predabissi,,MI,4023.0,2001,"5,6505",2010,4012,2009,2010
1866,1,03,015,015246,15246,Zelo Surrigone,,MI,1110.0,2001,"4,4278",2010,1175,2009,2010
1867,1,03,015,015247,15247,Zibido San Giacomo,,MI,5415.0,2001,"24,5779",2010,6553,2009,2010
1868,1,03,015,015248,15248,Villa Cortese,,MI,6113.0,2001,"3,5513",2010,6206,2009,2010
1869,1,03,015,015249,15249,Vanzaghello,,MI,4883.0,2001,"5,563",2010,5264,2009,2010
1870,1,03,015,015250,15250,Baranzate,,MI,,2001,"2,7607",2010,11001,2009,2010
1871,1,03,016,016001,16001,Adrara San Martino,,BG,1908.0,2001,"12,6055",2010,2127,2009,2010
1872,1,03,016,016002,16002,Adrara San Rocco,,BG,804.0,2001,"9,2249",2010,859,2009,2010
1873,1,03,016,016003,16003,Albano Sant'Alessandro,,BG,6756.0,2001,"5,3527",2010,7947,2009,2010
1874,1,03,016,016004,16004,Albino,,BG,16394.0,2001,"31,8094",2010,17990,2009,2010
1875,1,03,016,016005,16005,Almè,,BG,5740.0,2001,"2,0154",2010,5729,2009,2010
1876,1,03,016,016006,16006,Almenno San Bartolomeo,,BG,4916.0,2001,"10,6065",2010,5956,2009,2010
1877,1,03,016,016007,16007,Almenno San Salvatore,,BG,5788.0,2001,"4,7305",2010,5843,2009,2010
1878,1,03,016,016008,16008,Alzano Lombardo,,BG,12068.0,2001,"13,6709",2010,13474,2009,2010
1879,1,03,016,016009,16009,Ambivere,,BG,2250.0,2001,"3,2949",2010,2332,2009,2010
1880,1,03,016,016010,16010,Antegnate,,BG,2368.0,2001,"9,727",2010,3013,2009,2010
1881,1,03,016,016011,16011,Arcene,,BG,4347.0,2001,"4,3472",2010,4706,2009,2010
1882,1,03,016,016012,16012,Ardesio,,BG,3702.0,2001,"54,4369",2010,3682,2009,2010
1883,1,03,016,016013,16013,Arzago d'Adda,,BG,2285.0,2001,"9,3077",2010,2823,2009,2010
1884,1,03,016,016014,16014,Averara,,BG,202.0,2001,"10,6932",2010,196,2009,2010
1885,1,03,016,016015,16015,Aviatico,,BG,488.0,2001,"8,4898",2010,520,2009,2010
1886,1,03,016,016016,16016,Azzano San Paolo,,BG,6769.0,2001,"4,3078",2010,7568,2009,2010
1887,1,03,016,016017,16017,Azzone,,BG,490.0,2001,"17,2892",2010,445,2009,2010
1888,1,03,016,016018,16018,Bagnatica,,BG,3628.0,2001,"6,5491",2010,4080,2009,2010
1889,1,03,016,016019,16019,Barbata,,BG,607.0,2001,"7,9806",2010,710,2009,2010
1890,1,03,016,016020,16020,Bariano,,BG,3977.0,2001,"7,0745",2010,4371,2009,2010
1891,1,03,016,016021,16021,Barzana,,BG,1562.0,2001,"2,0807",2010,1711,2009,2010
1892,1,03,016,016022,16022,Bedulita,,BG,710.0,2001,"4,268",2010,725,2009,2010
1893,1,03,016,016023,16023,Berbenno,,BG,2368.0,2001,"6,1447",2010,2461,2009,2010
1894,1,03,016,016024,16024,Bergamo,,BG,113143.0,2001,"40,1066",2010,115037,2009,2010
1895,1,03,016,016025,16025,Berzo San Fermo,,BG,1142.0,2001,"5,8641",2010,1309,2009,2010
1896,1,03,016,016026,16026,Bianzano,,BG,521.0,2001,"6,6704",2010,580,2009,2010
1897,1,03,016,016027,16027,Blello,,BG,94.0,2001,"2,2008",2010,94,2009,2010
1898,1,03,016,016028,16028,Bolgare,,BG,4200.0,2001,"8,5912",2010,5501,2009,2010
1899,1,03,016,016029,16029,Boltiere,,BG,4181.0,2001,"4,2082",2010,5628,2009,2010
1900,1,03,016,016030,16030,Bonate Sopra,,BG,6238.0,2001,"6,151",2010,8503,2009,2010
1901,1,03,016,016031,16031,Bonate Sotto,,BG,5429.0,2001,"6,4678",2010,6472,2009,2010
1902,1,03,016,016032,16032,Borgo di Terzo,,BG,933.0,2001,"1,8306",2010,1114,2009,2010
1903,1,03,016,016033,16033,Bossico,,BG,997.0,2001,"7,0906",2010,985,2009,2010
1904,1,03,016,016034,16034,Bottanuco,,BG,4567.0,2001,"5,7727",2010,5210,2009,2010
1905,1,03,016,016035,16035,Bracca,,BG,755.0,2001,"5,4653",2010,740,2009,2010
1906,1,03,016,016036,16036,Branzi,,BG,761.0,2001,"26,1864",2010,732,2009,2010
1907,1,03,016,016037,16037,Brembate,,BG,7180.0,2001,"5,5358",2010,8091,2009,2010
1908,1,03,016,016038,16038,Brembate di Sopra,,BG,6741.0,2001,"4,1319",2010,7819,2009,2010
1909,1,03,016,016039,16039,Brembilla,,BG,4274.0,2001,"21,2698",2010,4176,2009,2010
1910,1,03,016,016040,16040,Brignano Gera d'Adda,,BG,4773.0,2001,"12,1106",2010,5829,2009,2010
1911,1,03,016,016041,16041,Brumano,,BG,86.0,2001,"8,1425",2010,99,2009,2010
1912,1,03,016,016042,16042,Brusaporto,,BG,4168.0,2001,"4,9947",2010,5241,2009,2010
1913,1,03,016,016043,16043,Calcinate,,BG,4665.0,2001,"15,0832",2010,5757,2009,2010
1914,1,03,016,016044,16044,Calcio,,BG,4799.0,2001,"15,6677",2010,5268,2009,2010
1915,1,03,016,016046,16046,Calusco d'Adda,,BG,8052.0,2001,"8,3336",2010,8260,2009,2010
1916,1,03,016,016047,16047,Calvenzano,,BG,3447.0,2001,"6,7239",2010,3925,2009,2010
1917,1,03,016,016048,16048,Camerata Cornello,,BG,594.0,2001,"12,944",2010,625,2009,2010
1918,1,03,016,016049,16049,Canonica d'Adda,,BG,3685.0,2001,"3,2162",2010,4273,2009,2010
1919,1,03,016,016050,16050,Capizzone,,BG,1194.0,2001,"4,6789",2010,1292,2009,2010
1920,1,03,016,016051,16051,Capriate San Gervasio,,BG,7252.0,2001,"5,7811",2010,7541,2009,2010
1921,1,03,016,016052,16052,Caprino Bergamasco,,BG,2823.0,2001,"8,7838",2010,3148,2009,2010
1922,1,03,016,016053,16053,Caravaggio,,BG,14109.0,2001,"33,3883",2010,15908,2009,2010
1923,1,03,016,016055,16055,Carobbio degli Angeli,,BG,3317.0,2001,"6,8209",2010,4558,2009,2010
1924,1,03,016,016056,16056,Carona,,BG,383.0,2001,"44,1535",2010,366,2009,2010
1925,1,03,016,016057,16057,Carvico,,BG,4141.0,2001,"4,5891",2010,4631,2009,2010
1926,1,03,016,016058,16058,Casazza,,BG,3478.0,2001,"7,1132",2010,3974,2009,2010
1927,1,03,016,016059,16059,Casirate d'Adda,,BG,3359.0,2001,"10,1746",2010,3887,2009,2010
1928,1,03,016,016060,16060,Casnigo,,BG,3453.0,2001,"13,6219",2010,3300,2009,2010
1929,1,03,016,016061,16061,Cassiglio,,BG,107.0,2001,"13,6773",2010,115,2009,2010
1930,1,03,016,016062,16062,Castelli Calepio,,BG,8936.0,2001,"10,1527",2010,9677,2009,2010
1931,1,03,016,016063,16063,Castel Rozzone,,BG,2545.0,2001,"1,7066",2010,2857,2009,2010
1932,1,03,016,016064,16064,Castione della Presolana,,BG,3291.0,2001,"42,5001",2010,3477,2009,2010
1933,1,03,016,016065,16065,Castro,,BG,1416.0,2001,"2,5891",2010,1417,2009,2010
1934,1,03,016,016066,16066,Cavernago,,BG,1667.0,2001,"7,6516",2010,2335,2009,2010
1935,1,03,016,016067,16067,Cazzano Sant'Andrea,,BG,1402.0,2001,"2,0244",2010,1593,2009,2010
1936,1,03,016,016068,16068,Cenate Sopra,,BG,2082.0,2001,"6,9724",2010,2522,2009,2010
1937,1,03,016,016069,16069,Cenate Sotto,,BG,2670.0,2001,"4,6167",2010,3414,2009,2010
1938,1,03,016,016070,16070,Cene,,BG,3931.0,2001,"8,5992",2010,4211,2009,2010
1939,1,03,016,016071,16071,Cerete,,BG,1378.0,2001,"14,0705",2010,1645,2009,2010
1940,1,03,016,016072,16072,Chignolo d'Isola,,BG,2702.0,2001,"5,5456",2010,3139,2009,2010
1941,1,03,016,016073,16073,Chiuduno,,BG,5051.0,2001,"6,8847",2010,5737,2009,2010
1942,1,03,016,016074,16074,Cisano Bergamasco,,BG,5605.0,2001,"7,816",2010,6268,2009,2010
1943,1,03,016,016075,16075,Ciserano,,BG,4925.0,2001,"5,3074",2010,5637,2009,2010
1944,1,03,016,016076,16076,Cividate al Piano,,BG,4869.0,2001,"9,728",2010,5175,2009,2010
1945,1,03,016,016077,16077,Clusone,,BG,8259.0,2001,"26,1901",2010,8700,2009,2010
1946,1,03,016,016078,16078,Colere,,BG,1143.0,2001,"18,6268",2010,1153,2009,2010
1947,1,03,016,016079,16079,Cologno al Serio,,BG,9442.0,2001,"18,5187",2010,10445,2009,2010
1948,1,03,016,016080,16080,Colzate,,BG,1662.0,2001,"6,7485",2010,1678,2009,2010
1949,1,03,016,016081,16081,Comun Nuovo,,BG,2908.0,2001,"6,4452",2010,4033,2009,2010
1950,1,03,016,016082,16082,Corna Imagna,,BG,923.0,2001,"4,5017",2010,958,2009,2010
1951,1,03,016,016083,16083,Cortenuova,,BG,1667.0,2001,"7,349",2010,1926,2009,2010
1952,1,03,016,016084,16084,Costa di Mezzate,,BG,2747.0,2001,"5,2228",2010,3265,2009,2010
1953,1,03,016,016085,16085,Costa Valle Imagna,,BG,620.0,2001,"4,212",2010,618,2009,2010
1954,1,03,016,016086,16086,Costa Volpino,,BG,8460.0,2001,"18,6665",2010,9243,2009,2010
1955,1,03,016,016087,16087,Covo,,BG,3154.0,2001,"12,9435",2010,4045,2009,2010
1956,1,03,016,016088,16088,Credaro,,BG,2297.0,2001,"3,4135",2010,3321,2009,2010
1957,1,03,016,016089,16089,Curno,,BG,7193.0,2001,"4,7049",2010,7646,2009,2010
1958,1,03,016,016090,16090,Cusio,,BG,313.0,2001,"9,4071",2010,273,2009,2010
1959,1,03,016,016091,16091,Dalmine,,BG,21459.0,2001,"11,8075",2010,22956,2009,2010
1960,1,03,016,016092,16092,Dossena,,BG,1015.0,2001,"19,5582",2010,974,2009,2010
1961,1,03,016,016093,16093,Endine Gaiano,,BG,3100.0,2001,"21,0689",2010,3494,2009,2010
1962,1,03,016,016094,16094,Entratico,,BG,1452.0,2001,"4,1452",2010,1876,2009,2010
1963,1,03,016,016096,16096,Fara Gera d'Adda,,BG,6748.0,2001,"10,7815",2010,7885,2009,2010
1964,1,03,016,016097,16097,Fara Olivana con Sola,,BG,1167.0,2001,"5,0407",2010,1299,2009,2010
1965,1,03,016,016098,16098,Filago,,BG,2665.0,2001,"5,4232",2010,3177,2009,2010
1966,1,03,016,016099,16099,Fino del Monte,,BG,1116.0,2001,"4,2877",2010,1157,2009,2010
1967,1,03,016,016100,16100,Fiorano al Serio,,BG,2904.0,2001,"1,06",2010,3083,2009,2010
1968,1,03,016,016101,16101,Fontanella,,BG,3628.0,2001,"17,7969",2010,4203,2009,2010
1969,1,03,016,016102,16102,Fonteno,,BG,697.0,2001,"10,929",2010,696,2009,2010
1970,1,03,016,016103,16103,Foppolo,,BG,208.0,2001,"16,1428",2010,208,2009,2010
1971,1,03,016,016104,16104,Foresto Sparso,,BG,2847.0,2001,"7,8683",2010,3192,2009,2010
1972,1,03,016,016105,16105,Fornovo San Giovanni,,BG,2707.0,2001,"7,0447",2010,3238,2009,2010
1973,1,03,016,016106,16106,Fuipiano Valle Imagna,,BG,230.0,2001,"4,2797",2010,221,2009,2010
1974,1,03,016,016107,16107,Gandellino,,BG,1100.0,2001,"25,1342",2010,1073,2009,2010
1975,1,03,016,016108,16108,Gandino,,BG,5649.0,2001,"29,0319",2010,5628,2009,2010
1976,1,03,016,016109,16109,Gandosso,,BG,1324.0,2001,"3,1267",2010,1512,2009,2010
1977,1,03,016,016110,16110,Gaverina Terme,,BG,906.0,2001,"5,1962",2010,911,2009,2010
1978,1,03,016,016111,16111,Gazzaniga,,BG,4968.0,2001,"14,4134",2010,5094,2009,2010
